X,Y,Name,small,large,circular,mini_hoop,total_rack
1014064.81634261,180597.172648191,411 NEW LOTS AV,0,0,2,0,2
997541.399586365,196944.903076023,411 S 5 ST,0,0,1,0,1
985365.872756362,186207.783474192,411 SMITH ST,1,0,0,0,1
1003344.02971336,181358.032346934,411 UTICA AV,1,0,0,0,1
982106.167005435,176602.340414777,4110 4 AV,0,0,5,0,5
982252.669337109,176497.401648268,4111 4 AV,1,0,0,0,1
984674.58509694,174533.598161191,4111 8 AV,0,0,1,0,1
1047826.52933086,217463.911250517,4111 BELL BL,1,0,0,0,1
1005375.77630602,208935.851863101,4111 GREENPOINT AV,1,0,0,0,1
988207.699421778,171732.240574941,4112 14 AV,0,0,1,0,1
982690.789195776,176069.284722358,4112 5 AV,1,0,0,0,1
988321.509561613,171616.403208181,4113 14 AV,0,0,1,0,1
985739.154162019,173649.053342357,4114 10 AV,0,0,1,0,1
982114.487526864,176557.527512267,4114 4 AV,0,0,1,0,1
982678.023801357,176053.255226851,4114 5 AV,1,0,0,0,1
1022892.53950077,212183.215775192,4115 104 ST,0,1,0,0,1
1006803.49786003,210991.24046886,4115 45 ST,1,0,0,0,1
987644.791426852,172160.239718944,4116 13 AV,0,0,1,0,1
988184.945858359,171703.454871356,4116 14 AV,0,0,1,0,1
982665.813195854,176037.225403264,4116 5 AV,1,0,0,0,1
984519.180224031,174626.499550194,4116 8 AV,0,0,1,0,1
1047731.52492769,217458.926024273,4116 BELL BL,1,0,0,0,1
943063.465891525,135768.138946846,4116 HYLAN BL,1,0,0,0,1
1005653.28887436,210055.322721273,4116 QUEENS BL,0,0,1,0,1
1005385.1624421,208977.029602274,4117 GREENPOINT AV,1,0,0,0,1
1031629.41015036,215558.942619517,4117 KISSENA BL,4,0,0,0,4
1031519.00453128,215490.596955687,4117 MAIN ST,8,0,0,0,8
985713.901915938,173619.541262269,4118 10 AV,0,0,1,0,1
982065.094581023,176547.69518286,4118 4 AV,0,0,1,0,1
1005453.06224069,208969.073581442,4118 GREENPOINT AV,1,0,0,0,1
987680.327773109,172074.992186025,4119 13 AV,0,0,1,0,1
1047889.40059619,217362.791045934,4119 BELL BL,1,0,0,0,1
1005193.56374395,208787.046714514,4119 GREENPOINT AV,1,0,0,0,1
1009208.44350944,241867.301091939,412 E 167 ST,1,0,0,0,1
992768.699486107,191712.442084268,412 MYRTLE AV,1,1,0,0,2
1023607.21556486,235853.713709682,412 SOUNDVIEW AV,0,0,1,0,1
984487.545116693,174584.965840608,4120 8 AV,0,0,1,0,1
1005476.90372844,208957.799981937,4120 GREENPOINT AV,1,0,0,0,1
1005671.21862853,210148.243139103,4120 QUEENS BL,1,0,0,0,1
988284.326893196,171570.1273821,4121 14 AV,0,0,1,0,1
985696.974784449,173596.952068597,4122 10 AV,0,0,1,0,1
987636.189409941,172150.037311524,4122 13 AV,0,0,1,0,1
982042.893509939,176521.465576515,4122 4 AV,0,0,1,0,1
982641.11442636,176005.530584767,4122 5 AV,1,0,0,0,1
1047739.61579077,217437.08715719,4122 BELL BL,1,0,0,0,1
1031575.54903761,215334.0437911,4122 MAIN ST,2,0,0,0,2
987655.354069769,172044.384963766,4123 13 AV,0,0,1,0,1
984610.204648271,174455.995626107,4123 8 AV,0,0,1,0,1
982033.457505196,176504.342907354,4124 4 AV,0,0,1,0,1
1005304.48051687,211261.685466021,4124 40 ST,2,0,0,0,2
1031651.89960669,215391.757586434,4124 KISSENA BL,0,1,0,0,1
942870.95118469,135829.671960264,4125 HYLAN BL,1,0,0,0,1
1031725.87485245,215530.713017181,4125 KISSENA BL,1,1,0,0,2
1047899.31232178,217280.477562264,4127 BELL BL,1,0,0,0,1
1001235.32067619,247427.113463104,4127 BROADWAY,1,0,0,0,1
1031687.85229069,215282.163645521,4127 MAIN ST,1,0,0,0,1
988336.743455023,183351.401391685,413 5 AV,1,0,0,0,1
985546.419967443,212596.609633431,413 8 AV,1,0,0,0,1
990359.693805441,224782.465839103,413 AMSTERDAM AV,1,0,0,0,1
1002921.05877453,230228.032375768,413 E 120 ST,2,0,0,0,2
1003246.13325562,181312.050155431,413 UTICA AV,1,0,0,0,1
982562.131644696,209394.519909024,413 W 14 ST,1,0,0,0,1
1001204.8381256,247496.316408694,4131 BROADWAY,1,0,0,0,1
942838.90203619,135779.813792273,4131 HYLAN BL,2,0,0,0,2
1031662.72110736,215241.309068441,4131 MAIN ST,2,0,0,0,2
1005292.63441195,211182.250913605,4132 40 ST,1,0,0,0,1
1011668.02061127,247312.431277767,4133 PARK AV,2,0,0,0,2
1031560.74919844,215393.765784517,4139 MAIN ST,2,0,0,0,2
988244.360109612,183395.469545022,414 5 AV,2,0,0,0,2
988537.34935303,189403.30070518,414 ATLANTIC AV,1,0,0,0,1
988892.723642275,204804.328958184,414 E 11 ST,1,0,0,0,1
1009219.51829045,241862.211535186,414 E 167 ST,2,0,0,0,2
1009451.97976777,242393.291181684,414 E 168 ST,2,0,0,0,2
984723.133228198,189570.154046014,414 HENRY ST,0,2,0,0,2
980185.549783692,185610.963145524,414 VAN BRUNT ST,1,0,0,0,1
995733.958647445,233919.016463608,414 W 120 ST,1,0,0,0,1
997490.233350113,235812.271207273,414 W 129 ST,1,0,0,0,1
986034.675552607,215622.057322681,414 W 42 ST,3,2,0,0,5
983764.10857144,203385.548987359,414 WEST BROADWAY,1,0,0,0,1
1031737.58775553,215349.662526265,4140 KISSENA BL,1,0,0,0,1
1007505.88818753,210737.963744432,4141 48 ST,1,0,0,0,1
942955.556002364,135565.757461861,4142 HYLAN BL,5,0,0,0,5
1007501.75729027,210711.363403931,4145 48 ST,1,0,0,0,1
1031572.43618295,215367.556519359,4145 MAIN ST,3,0,0,0,3
1031579.9509317,215349.718956605,4149 MAIN ST,1,0,0,0,1
988649.107331604,189452.869503692,415 ATLANTIC AV,1,0,0,0,1
997680.378639102,220848.423182264,415 E 80 ST,1,0,0,0,1
989961.669010937,201543.066451848,415 E HOUSTON ST,0,4,0,0,4
980083.140211612,185282.720363691,415 VAN BRUNT ST,1,0,0,0,1
983800.571753114,211660.609865025,415 W 23 ST,6,0,0,0,6
983809.160974771,211633.28478843,415 W 24 ST,1,0,0,0,1
1006383.50591786,235494.863705605,415 WILLIS AV,1,0,0,0,1
1007612.66618919,210637.14636077,4152 49 ST,2,0,0,0,2
989683.170224115,209830.810046941,416 3 AV,1,0,0,0,1
992355.33876428,163926.842143774,416 AV M,0,0,1,0,1
994229.541708782,197857.056435436,416 BEDFORD AV,2,0,0,0,2
1020067.86995327,186530.357960269,416 CRESCENT ST,0,0,2,0,2
990696.550743282,203521.566759944,416 E 10 ST,1,0,0,0,1
988938.723878354,204848.421717763,416 E 11 ST,2,0,0,0,2
999563.296461195,200609.800273776,416 GRAHAM AV,0,0,1,0,1
1014216.14379586,180496.804410607,416 NEW LOTS AV,0,0,2,0,2
982255.062376946,208990.863564104,416 W 13 ST,0,0,5,0,5
983804.720366865,211246.364302441,416 W 23 ST,2,0,0,0,2
986496.405928358,216603.243680522,416 W 46 ST,0,1,0,0,1
942800.441811278,135392.602624431,4160 HYLAN BL,2,0,0,0,2
1034395.9138037,215966.361424103,4160 SANFORD AV,2,0,0,0,2
1032195.99071011,215400.84188585,4161 KISSENA BL,4,0,0,0,4
989000.098755613,212719.09134385,417 5 AV,1,0,0,0,1
988993.733282775,182875.707789272,417 6 AV,2,0,0,0,2
989066.43654944,205142.097639605,417 E 12 ST,2,0,0,0,2
999488.675547436,200692.456604525,417 GRAHAM AV,0,0,1,0,1
1014134.66790894,180648.264409527,417 NEW LOTS AV,0,0,2,0,2
1032106.59817235,215213.762207523,4177 KISSENA BL,2,0,0,0,2
1031701.35488836,214752.44948186,4178 MAIN ST,4,0,0,0,4
1005885.14963111,191781.061697692,418 EVERGREEN AV,0,0,1,0,1
1000610.98465453,188500.887811854,418 JEFFERSON AV,1,0,0,0,1
1008491.11259502,187529.977352098,418 MARION ST,0,0,1,0,1
988673.321850106,210284.926920846,418 PARK AV S,1,0,0,0,1
982366.470946774,209108.898104936,418 W 13 ST,0,0,1,0,1
991991.955304697,161212.494226024,419 AV P,0,0,2,0,2
984939.537651032,186645.32656236,419 COURT ST,1,0,0,0,1
989119.923647195,205162.5109846,419 E 12 ST,2,0,0,0,2
1000220.70886028,181399.862643853,419 KINGSTON AV,0,0,1,0,1
1010159.60171211,182940.79197669,419 MOTHER GASTON BL,0,0,1,0,1
1014153.8007447,180656.667607933,419 NEW LOTS AV,0,0,2,0,2
1003240.92919777,181226.06443502,419 UTICA AV,1,0,0,0,1
995690.282225609,233786.377621263,419 W 119 ST,1,0,0,0,1
982366.780329362,209524.9648581,419 W 14 ST,1,0,0,0,1
985059.561361104,213884.138882518,419 W 34 ST,0,1,0,0,1
986718.54885678,216922.420863688,419 W 47 ST,1,0,0,0,1
993629.134116948,188993.405527607,419 WAVERLY PL,0,0,2,0,2
1031810.78019445,214615.674164847,4199 MAIN ST,6,0,0,0,6
987171.476756692,205446.01205802,42 3 AV,1,0,0,0,1
986479.053600863,206459.508390605,42 E 12 ST,1,0,0,0,1
987683.458016187,208808.858678773,42 E 22 ST,1,0,0,0,1
988432.208815277,210502.754569188,42 E 29 ST,1,0,0,0,1
988732.280065522,210631.052869022,42 E 30 ST,1,0,0,0,1
995462.383731276,206960.036260933,42 EAGLE ST,0,0,4,0,4
1000312.65126169,195071.735562518,42 GRAHAM AV,1,0,0,0,1
983736.090582862,202307.130212441,42 GREENE ST,1,0,0,0,1
1005075.65190628,196020.424610019,42 IRVING AV,0,0,1,0,1
986815.019792438,195302.281033188,42 MAIN ST,2,0,0,0,2
998462.530946195,197240.532077938,42 SCHOLES ST,1,0,0,0,1
1007917.78959469,188407.809585944,42 THOMAS S BOYLAND ST,0,0,1,0,1
985858.003005698,206085.290963188,42 UNIVERSITY PL,2,0,0,0,2
997997.940339938,192207.77639544,42 VERNON AV,0,0,2,0,2
985467.97819519,207681.768741354,42 W 14 ST,0,1,0,0,1
985916.305710614,208638.165778682,42 W 18 ST,2,0,0,0,2
1003746.22051002,195283.374574929,42 WILSON AV,0,0,1,0,1
988161.707059696,183308.745965183,420 5 AV,1,0,0,0,1
988627.567348436,181241.991240442,420 7 AV,5,0,0,0,5
988604.741278604,189408.777728349,420 ATLANTIC AV,1,0,0,0,1
997189.691300273,196714.456686527,420 BROADWAY,0,0,1,0,1
985011.365263268,186980.511259437,420 COURT ST,2,0,0,0,2
996398.364470854,218402.706617013,420 E 70 ST,0,1,0,0,1
996610.201973692,218543.810337439,420 E 71 ST,1,0,0,0,1
1000157.43536477,181430.060418099,420 KINGSTON AV,0,0,1,0,1
1008511.6404411,187526.719156519,420 MARION ST,0,0,1,0,1
988688.557055861,210313.347467691,420 PARK AV S,0,0,1,0,1
983653.710826352,211363.318136767,420 W 23 ST,1,0,0,0,1
985964.304958448,215663.586111024,420 W 42 ST,0,1,0,0,1
983797.647874445,203438.376309514,420 WEST BROADWAY,0,1,0,0,1
1007375.26672961,236710.849790692,420 WESTCHESTER AV,2,0,0,0,2
1027262.38771644,265660.294516355,4200 BAYCHESTER AV,1,0,0,0,1
984561.919311777,174390.051532269,4201 8 AV,0,0,1,0,1
1047931.95300452,217193.123078182,4201 BELL BL,1,0,0,0,1
1032010.98222186,214528.26325044,4201 MAIN ST,2,0,0,0,2
985919.008133024,173314.612738267,4201 NEW UTRECHT AV,0,0,1,0,1
1005196.23270185,213400.951200604,4201 NORTHERN BL,1,0,0,0,1
988096.151088446,171591.228061691,4202 14 AV,0,0,1,0,1
999860.810958028,213000.539271772,4202 22 ST,1,0,0,0,1
1047761.71548411,217143.127443269,4202 BELL BL,0,1,0,0,1
1023774.64075494,264883.769166514,4202 WHITE PLAINS RD,0,0,1,0,1
1047841.94432628,217184.142781183,4203 BELL BL,1,0,0,0,1
987463.851828113,172065.854409024,4204 13 AV,0,0,1,0,1
988083.941795275,171575.195613444,4204 14 AV,0,0,1,0,1
987579.044839188,171948.920915857,4205 13 AV,0,0,1,0,1
985912.349025607,173294.574392527,4205 NEW UTRECHT AV,0,0,1,0,1
1005771.71055353,210255.810181186,4205 QUEENS BL,1,0,0,0,1
987451.364976436,172049.458116353,4206 13 AV,0,0,1,0,1
984403.18406494,174467.287598267,4206 8 AV,0,0,1,0,1
1047833.09427837,217178.654603183,4206 BELL BL,1,0,0,0,1
984530.283876359,174349.975168854,4207 8 AV,0,0,1,0,1
985907.909730032,173275.628892347,4207 NEW UTRECHT AV,0,0,1,0,1
1005922.50749603,210814.829732433,4208 43 AV,1,0,0,0,1
1047874.60141319,217090.594739944,4209 BELL BL,1,0,0,0,1
1005782.24202852,210253.997848853,4209 QUEENS BL,1,0,0,0,1
990321.47176902,208195.476047277,421 1 AV,2,0,0,0,2
988251.582864195,183332.806284517,421 5 AV,1,0,0,0,1
983779.59312053,201464.06792219,421 BROADWAY,0,0,1,0,1
982263.346481115,205248.814617768,421 HUDSON ST,1,0,1,0,2
988058.968091935,171544.223890603,4210 14 AV,0,0,1,0,1
983899.51315628,174811.578904435,4211 7 AV,0,0,2,0,2
984514.465994611,174329.208478108,4211 8 AV,0,0,1,0,1
1047987.59987485,217100.728249848,4211 BELL BL,1,0,0,0,1
1005787.50743794,210253.273768932,4211 QUEENS BL,1,0,0,0,1
987528.541659355,171886.249781355,4213 13 AV,0,0,1,0,1
1031883.28759536,214373.89905785,4213 MAIN ST,2,0,0,0,2
985547.962615281,173328.070060432,4214 10 AV,0,0,4,0,4
987413.626206771,172003.547775105,4214 13 AV,0,0,1,0,1
984365.720885277,174419.19615902,4214 8 AV,0,0,1,0,1
1047788.21739961,217072.516035929,4214 BELL BL,1,0,0,0,1
984483.940137029,174298.240364194,4215 8 AV,0,0,1,0,1
987503.567627937,171854.550041601,4217 13 AV,0,0,1,0,1
1005996.25538002,210768.625428513,4218 43 AV,1,0,0,0,1
983857.054251686,174756.201718599,4219 7 AV,0,0,2,0,2
988200.818530023,183327.697370857,422 5 AV,1,0,0,0,1
990416.986669853,224909.632907599,422 AMSTERDAM AV,1,0,0,0,1
992395.037831858,163932.32015118,422 AV M,0,0,1,0,1
984615.616710946,202045.538215935,422 BROOME ST,1,0,0,0,1
988067.602261022,190777.107996941,422 FULTON ST,0,0,4,0,4
982433.529539689,205375.224141851,422 HUDSON ST,0,1,0,0,1
1014237.43017061,180558.766228944,422 NEW LOTS AV,0,0,2,0,2
988875.94185169,189592.085432604,422 STATE ST,1,0,0,0,1
1007463.84791727,236704.376378432,422 WESTCHESTER AV,1,0,0,0,1
1006010.66644044,210766.088032022,4220 43 AV,1,0,0,0,1
984458.96479328,174266.179076597,4221 8 AV,0,0,1,0,1
1027062.07971811,265742.645073444,4221 BAYCHESTER AV,2,0,0,0,2
987375.609878615,171957.273261353,4222 13 AV,0,0,1,0,1
981903.579812199,176348.78711611,4222 4 AV,2,0,0,0,2
984368.773700699,174359.082106024,4222 8 AV,0,0,1,0,1
999998.169279113,213104.098447859,4222 HARRY SUNA PL,0,1,0,0,1
984317.434564531,174356.895758688,4224 8 AV,0,0,1,0,1
1001732.72945827,248649.820991442,4224 BROADWAY,1,0,0,0,1
1006214.07909136,210737.124835357,4226 43 AV,1,0,0,0,1
982484.040921614,175805.89023602,4228 5 AV,1,0,0,0,1
1047823.12021694,217073.335916191,4228 BELL BL,0,1,0,0,1
987068.336543024,184275.158074349,423 3 AV,1,0,0,0,1
988201.386770353,183244.630607858,423 5 AV,1,0,0,0,1
988707.776505604,181068.94991985,423 7 AV,2,0,0,0,2
988767.247843355,189477.301213354,423 ATLANTIC AV,2,1,0,0,3
991226.441743866,171885.936789855,423 CORTELYOU RD,0,0,2,0,2
985001.114955693,186595.415244848,423 COURT ST,1,0,0,0,1
1007236.18400252,236556.603380024,423 E 149 ST,1,0,0,0,1
982292.512433276,209487.080419436,423 W 14 ST,1,0,0,0,1
987642.713018939,218783.909594774,423 W 55 ST,1,0,0,0,1
985679.499753773,173453.406095847,4232 10 AV,0,0,1,0,1
992414.47053577,163935.241405189,424 AV M,0,0,1,0,1
1007401.16497177,191820.713849351,424 CENTRAL AV,0,0,1,0,1
992154.855241358,175137.11303027,424 CONEY ISLAND AV,1,1,0,0,2
989002.214236945,204742.777900189,424 E 11 ST,1,0,0,0,1
998548.457939684,201511.628850684,424 LEONARD ST,0,0,2,0,2
994738.121072188,231554.757740691,424 W 110 ST,0,1,0,0,1
986689.158495605,217178.5440391,424 W 48 ST,1,0,0,0,1
1032135.77888827,214044.310150102,4245 MAIN ST,2,0,0,0,2
1031972.31628869,214043.988300353,4248 MAIN ST,4,0,0,0,4
989863.263367862,209935.414168432,425 3 AV,2,0,0,0,2
988228.301414698,183206.744856849,425 5 AV,1,0,0,0,1
988807.203800187,189372.746304348,425 ATLANTIC AV,1,0,0,0,1
1007251.18364444,236501.238661349,425 E 149 ST,1,0,0,0,1
996032.204770103,217745.997956693,425 E 67 ST,1,0,0,0,1
999479.217233032,200745.278349265,425 GRAHAM AV,1,0,0,0,1
988091.935873777,199988.828418598,425 GRAND ST,2,0,0,0,2
997212.551490769,198556.886728689,425 KEAP ST,2,0,0,0,2
1000232.39879753,181342.30632852,425 KINGSTON AV,0,0,1,0,1
986625.468334273,216931.519926846,425 W 47 ST,0,1,0,0,1
981540.178636104,207120.45457527,425 WEST ST,1,0,0,0,1
1032001.80737144,213981.380814016,4253 MAIN ST,2,0,0,0,2
942119.932345524,134865.865160853,4255 HYLAN BL,2,0,0,0,2
1032001.82246327,213973.729910687,4255 MAIN ST,2,0,0,0,2
988108.447323695,183294.16430144,426 5 AV,1,0,0,0,1
990406.166809604,224986.868973598,426 AMSTERDAM AV,1,0,0,2,3
988643.303537443,189339.926488101,426 ATLANTIC AV,1,0,0,0,1
963072.938339695,169461.911454186,426 BAY ST,1,0,0,0,1
992162.076683611,175117.805982277,426 CONEY ISLAND AV,0,0,1,0,1
981516.929338768,202462.847748771,426 GREENWICH ST,1,0,0,0,1
1000154.95964794,181397.997818187,426 KINGSTON AV,0,0,2,0,2
1014267.08988819,180579.933837518,426 NEW LOTS AV,0,0,2,0,2
994184.610040113,185019.162819937,426 STERLING PL,1,0,0,0,1
986668.937079355,217168.704819933,426 W 48 ST,1,0,0,0,1
986844.822882444,217372.749359354,426 W 49 ST,2,0,0,0,2
986941.749853939,217633.986697763,426 W 50 ST,1,0,0,0,1
1002022.57927227,249150.267825186,4263 BROADWAY,1,0,0,0,1
984935.660362199,186438.023171186,427 COURT ST,1,0,0,0,1
982421.921951354,209489.256268099,427 W 14 ST,1,0,0,0,1
993486.511698782,197925.256758347,427 WYTHE AV,0,0,1,0,1
986957.37383844,184315.95031561,428 3 AV,2,0,0,0,2
989046.56487003,204718.376702264,428 E 11 ST,1,0,0,0,1
1008995.33599603,183185.864649266,428 ROCKAWAY AV,0,0,1,0,1
942090.751957685,134547.860547513,4280 HYLAN BL,2,0,0,0,2
988206.946798608,183172.130096689,429 5 AV,1,0,0,0,1
990509.467456028,224964.670855269,429 AMSTERDAM AV,0,0,0,2,2
1011026.64590977,181559.10543561,429 DUMONT AV,0,0,3,0,3
1009342.73064244,193044.603790015,429 IRVING AV,0,0,1,0,1
986947.473267689,203521.589397684,43 2 AV,1,0,0,0,1
988322.906540439,202997.144580439,43 AV A,1,0,0,0,1
1002684.43818477,196167.138555437,43 BOGART ST,2,0,0,0,2
986124.348601609,195210.406873107,43 CADMAN PLZ W,2,0,0,0,2
983247.804485947,205255.311980098,43 CARMINE ST,1,0,0,0,1
983043.24813652,188205.402838513,43 CARROLL ST,1,0,0,0,1
994644.63602294,189928.322949097,43 CLIFTON PL,2,0,0,0,2
999122.277986273,203743.500043109,43 JEWEL ST,1,0,0,0,1
996484.431227863,175637.306583688,43 SNYDER AV,0,0,1,0,1
986722.317550018,209836.885822192,43 W 23 ST,1,0,0,0,1
986662.990240857,210110.857387111,43 W 24 ST,1,0,0,0,1
990842.926762864,217702.499027938,43 W 57 ST,1,0,0,0,1
981781.075464025,199603.55294244,43 WARREN ST,1,0,0,0,1
989582.502118364,179882.145534933,430 16 ST,0,0,1,0,1
984932.045211941,186764.461822763,430 COURT ST,1,0,0,0,1
995979.031320021,217145.91549544,430 E 65 ST,1,0,0,0,1
996189.920662031,217552.249656513,430 E 67 ST,1,0,0,0,1
999593.958801448,200780.326507524,430 GRAHAM AV,2,0,1,0,3
982439.63353011,205460.841424689,430 HUDSON ST,0,1,0,0,1
1010085.09726794,182828.86405094,430 MOTHER GASTON BL,0,0,1,0,1
993016.855157778,191815.635447443,430 MYRTLE AV,1,0,0,0,1
992113.432095855,216476.532975942,430 PARK AV,1,0,0,0,1
1019516.33627944,188907.164230272,430 RIDGEWOOD AV,0,0,2,0,2
1002372.65009443,181121.932425439,430 SCHENECTADY AV,1,0,0,0,1
982357.906003281,209439.347575277,430 W 14 ST,1,0,0,0,1
983635.436584696,211901.437139273,430 W 25 ST,0,7,0,0,7
984926.019305363,213900.165425271,430 W 34 ST,1,0,0,0,1
941977.655399114,134407.79193002,4300 HYLAN BL,2,0,0,0,2
988680.794276103,170802.55936344,4301 15 AV,0,0,1,0,1
1006284.1350536,212011.62228635,4301 43 ST,1,0,0,0,1
1048090.20957777,216742.49307394,4301 BELL BL,1,0,0,0,1
985911.814577863,172992.54710944,4301 NEW UTRECHT AV,0,0,1,0,1
1006083.68827602,210295.436414272,4301 QUEENS BL,1,0,0,0,1
987923.550711855,171396.650694937,4302 14 AV,0,0,1,0,1
988532.008484438,170913.288144603,4302 15 AV,0,0,1,0,1
1006232.6748547,210703.62293385,4302 43 AV,2,0,0,0,2
1047951.47363478,216721.725727022,4302 BELL BL,0,1,0,0,1
986825.226136863,172238.833721846,4303 12 AV,0,0,1,0,1
988050.129526943,171270.612889275,4303 14 AV,0,0,1,0,1
1005978.1514136,209324.761518359,4304 47 AV,2,0,0,0,2
987419.488071695,171745.240548939,4305 13 AV,0,0,1,0,1
988654.987897277,170771.951485023,4305 15 AV,0,0,1,0,1
987899.131797448,171364.221954018,4306 14 AV,0,0,1,0,1
988506.479664102,170881.222920015,4306 15 AV,0,0,2,0,2
1006038.44361585,210690.696122438,4306 43 ST,1,0,0,0,1
1005955.84141886,209172.814971849,4306 GREENPOINT AV,2,0,0,0,2
987407.833567441,171729.208756849,4307 13 AV,0,0,1,0,1
988024.600378528,171239.641166434,4307 14 AV,0,0,1,0,1
1006284.1350536,212011.62228635,4307 43 ST,2,0,0,0,2
1005822.08873361,208757.35746944,4307 48 AV,1,0,0,0,1
984368.21956794,174144.493296355,4307 8 AV,0,0,1,0,1
1005893.43767227,209232.87423493,4307 GREENPOINT AV,2,0,0,0,2
987886.922176197,171348.189505771,4308 14 AV,0,0,1,0,1
1005501.36037244,210776.202513099,4308 41 ST,1,0,0,0,1
988012.668315768,171223.609046265,4309 14 AV,0,0,1,0,1
1048030.90490636,216645.059869856,4309 BELL BL,1,0,0,0,1
1005898.69980086,209236.157692939,4309 GREENPOINT AV,1,0,0,0,1
989929.737644359,210065.49625735,431 3 AV,0,2,0,0,2
988783.484359443,182721.556850851,431 6 AV,0,2,0,0,2
984417.70142436,202064.48109144,431 BROOME ST,0,1,0,0,1
982338.533666685,202718.165151522,431 CANAL ST,0,0,4,0,4
988489.355682611,203782.306395933,431 E 6 ST,1,0,0,0,1
993070.603081778,191953.371720523,431 MYRTLE AV,1,0,0,0,1
993662.790873781,233753.444288194,431 RIVERSIDE DR,0,2,0,0,2
986648.708117187,217235.740118936,431 W 48 ST,0,1,0,0,1
987817.151974529,219273.234075442,431 W 57 ST,1,0,0,0,1
987383.691883445,171697.873517692,4311 13 AV,0,0,1,0,1
988629.458748862,170740.979106024,4311 15 AV,0,0,1,0,1
987316.521086022,171748.142117932,4312 13 AV,0,0,1,0,1
987863.058378771,171316.125265434,4312 14 AV,0,0,1,0,1
1006284.1350536,212011.62228635,4312 43 ST,1,0,0,0,1
984335.473570436,174104.052760437,4313 8 AV,0,0,1,0,1
987358.717523947,171665.809605435,4315 13 AV,0,0,1,0,1
1004847.82985535,210620.797968268,4315 39 ST,1,2,0,0,3
1025956.94577353,203030.073320359,4315 QUEENS BL,1,0,0,0,1
987838.916694775,171284.061025098,4316 14 AV,0,0,1,0,1
981713.760638028,176168.099813432,4316 4 AV,0,0,1,0,1
1006289.15111969,210759.417113602,4316 43 AV,1,0,0,0,1
1006146.51032886,210076.165199265,4316 QUEENS BL,1,0,0,0,1
987346.785133108,171650.141985849,4317 13 AV,0,0,1,0,1
988590.610401362,170693.609450102,4317 15 AV,0,0,1,0,1
984300.507104948,174061.062032774,4317 8 AV,0,0,1,0,1
981702.659610361,176153.163491607,4318 4 AV,0,0,1,0,1
1006295.52545078,210758.329845443,4318 43 AV,1,0,0,0,1
984186.172687948,174170.360370606,4318 8 AV,0,0,1,0,1
1006155.10151902,210075.079899609,4318 QUEENS BL,1,0,0,0,1
987334.575511858,171634.838538766,4319 13 AV,0,0,1,0,1
989783.420679778,210097.88792485,432 3 AV,1,0,0,0,1
988084.319091111,183255.177502766,432 5 AV,1,0,0,0,1
988514.127942771,181073.651682109,432 7 AV,1,0,0,0,1
990429.412169948,225052.454800442,432 AMSTERDAM AV,1,0,0,0,1
989090.638272688,204694.339348763,432 E 11 ST,2,0,0,0,2
1000200.10949202,235069.928859934,432 LENOX AV,0,1,0,0,1
988814.605032101,210481.327774763,432 PARK AV S,1,1,1,0,3
987613.036569104,219053.147901431,432 W 56 ST,1,0,0,0,1
981691.281352282,176139.320343435,4320 4 AV,0,0,1,0,1
1007865.9980316,210283.260585606,4320 50 ST,0,0,1,0,1
1048011.7448397,216556.840886191,4320 BELL BL,1,0,0,0,1
1006163.69303727,210073.630427435,4320 QUEENS BL,1,0,0,0,1
988433.778037861,170787.942594767,4322 15 AV,0,0,1,0,1
1007798.11791803,210273.721890777,4322 50 ST,0,0,1,0,1
984173.68452394,174154.694063351,4322 8 AV,0,0,1,0,1
988564.803694442,170663.001571685,4323 15 AV,0,0,1,0,1
988421.568744689,170771.91014652,4324 15 AV,0,0,1,0,1
981762.315002859,176107.252166107,4324 4 AV,0,0,2,0,2
1006312.15337028,210755.794417441,4324 43 AV,1,0,0,0,1
982412.987914115,175609.158674106,4324 5 AV,1,0,0,0,1
1006102.3070052,209312.850124851,4324 GREENPOINT AV,4,0,0,0,4
1000228.79939528,211672.787662193,4325 HUNTER ST,1,0,0,0,1
1006301.42602952,210668.345117271,4326 43 AV,1,0,0,0,1
990515.274202943,224999.28397502,433 AMSTERDAM AV,0,1,0,2,3
1000820.87924786,241735.87747027,433 EDGECOMBE AV,1,0,0,0,1
999474.436730772,200853.481544942,433 GRAHAM AV,1,0,0,0,1
1000227.45687827,181263.244150683,433 KINGSTON AV,1,0,0,0,1
1014283.01341277,180715.84826386,433 NEW LOTS AV,0,0,2,0,2
985760.570785865,172881.052909851,4330 NEW UTRECHT AV,0,0,1,0,1
1004818.12945545,210681.616088107,4331 39 ST,2,0,0,0,2
990715.148147032,169021.092782021,4339 18 AV,0,1,0,0,1
984656.560526699,206880.576446101,434 AV OF THE AMERICAS,1,0,0,0,1
1014404.54105686,182719.440713346,434 BRADFORD ST,0,0,1,0,1
983914.590882018,201604.333061606,434 BROADWAY,0,1,0,0,1
992182.629792109,175061.706356943,434 CONEY ISLAND AV,0,0,1,0,1
982446.011470109,205505.289498523,434 HUDSON ST,0,1,0,0,1
983938.732894108,203607.059371099,434 WEST BROADWAY,0,1,0,0,1
1002610.28085278,250131.504707858,4340 BROADWAY,1,0,0,0,1
989304.543684781,182348.587452441,435 9 ST,1,0,0,0,1
995010.910552859,229487.640483856,435 CENTRAL PK W,3,0,0,0,3
1011032.48054378,180292.706721693,435 CHRISTOPHER AV,0,0,2,0,2
